step,layer,module_type,module_name,param_name,effective_rank,zero_count,max_rank,mean_abs_param,mean_abs_grad,mean_abs_param_grad,max_abs_param_grad,sum_abs_param_grad
250,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.004687535110861063,0.0016470631817355752,9.73871738096932e-06,2.8249891329323873e-05,0.00011686461220961064
250,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,12,0,12,0.003302263794466853,0.00021487830963451415,8.033055109990528e-07,2.4771809421508806e-06,9.639666131988633e-06
250,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,12,0,12,0.004620188381522894,0.0010950329015031457,4.96558050144813e-06,1.832379712141119e-05,5.958696419838816e-05
250,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,12,0,12,0.003728950396180153,0.0005557950935326517,2.5979381916840794e-06,1.1845244443975389e-05,3.1175259209703654e-05
250,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,12,0,12,0.005774929653853178,0.0013142448151484132,1.0260042472509667e-05,4.6565441152779385e-05,0.000123120509670116
250,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,12,0,12,0.001730710151605308,0.0003568064421415329,1.047488922267803e-06,7.881274541432504e-06,1.2569867067213636e-05
250,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,12,0,12,0.005985604599118233,0.0013878868194296956,6.717540145473322e-06,2.8657113944063894e-05,8.061047992669046e-05
500,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,0.0015741385286673903,0.0009090018575079739,1.7401324612364988e-06,9.699431757326238e-06,2.0881589080090635e-05
500,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.009543227031826973,0.002716319402679801,3.2626427127979696e-05,0.00017717691662255675,0.00039151712553575635
500,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,0.0023777128662914038,0.0005575044197030365,1.8672911892281263e-06,8.185156730178278e-06,2.2407493815990165e-05
500,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.008542891591787338,0.0021348337177187204,2.321463944099378e-05,0.00010750971705419943,0.0002785756660159677
500,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,0.0034695451613515615,0.0007700442220084369,2.3417546799464617e-06,6.973924882913707e-06,2.810105615935754e-05
500,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.011002385057508945,0.0031594345346093178,5.879331729374826e-05,0.00031480196048505604,0.0007055198075249791
500,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,0.0027279325295239687,0.0003214807657059282,7.26764938008273e-07,3.1519223284703912e-06,8.721179256099276e-06
500,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.015438134782016277,0.0030575122218579054,5.5266882554860786e-05,0.00031133214361034334,0.0006632026052102447
500,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,0.0030280761420726776,0.000679649121593684,2.7892585876543308e-06,1.2381913620629348e-05,3.347110396134667e-05
500,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.01340237632393837,0.002035043202340603,3.9367107092402875e-05,0.0002285439259139821,0.0004724052851088345
500,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,0.0019512519938871264,0.0007963234675116837,1.6659337234159466e-06,1.0662881322787143e-05,1.999120468099136e-05
500,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.017978182062506676,0.002751575782895088,7.499464845750481e-05,0.0005222613690420985,0.0008999357814900577
500,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,0.0038037507329136133,0.001295229303650558,3.6274977901484817e-06,1.4540702977683395e-05,4.352997348178178e-05
500,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.02103840373456478,0.0038499480579048395,0.00011978278052993119,0.0007545752450823784,0.0014373933663591743
500,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,0.003252399154007435,0.0006090697133913636,1.7098005855586962e-06,6.590652446902823e-06,2.0517607481451705e-05
500,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.029402948915958405,0.007559137884527445,0.0003249801811762154,0.0017859861254692078,0.003899762174114585
500,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,0.004392518196254969,0.0011206065537407994,6.279438366618706e-06,3.4699209209065884e-05,7.535325858043507e-05
500,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.04856652021408081,0.021448858082294464,0.001499956357292831,0.007430084049701691,0.017999475821852684
500,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,12,0,12,0.007106073200702667,0.0008418264333158731,9.973471605917439e-06,5.573625094257295e-05,0.00011968165927100927
500,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,12,0,12,0.06506720930337906,0.03429729864001274,0.0025486114900559187,0.009194646961987019,0.0305833388119936
500,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,12,0,12,0.01443589385598898,0.0032549758907407522,0.00015263557725120336,0.0015708835562691092,0.0018316268688067794
500,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,12,0,12,0.0424586683511734,0.03867693245410919,0.002456118119880557,0.010092143900692463,0.02947341836988926
500,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,12,0,12,0.00764555623754859,0.0013369707157835364,2.429245796520263e-05,0.0002532573707867414,0.00029150949558243155
500,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,12,0,12,0.0652688592672348,0.06538036465644836,0.006345570087432861,0.03719932958483696,0.07614684104919434
750,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,0.0009543700725771487,0.0007048143888823688,9.57874931373226e-07,3.853280304610962e-06,1.1494498721731361e-05
750,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.007780421990901232,0.014758204109966755,0.0003811219066847116,0.002752105938270688,0.004573462996631861
750,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,0.0018722485983744264,0.0007264286396093667,1.068622623279225e-06,2.3555724055768223e-06,1.2823471479350701e-05
750,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.006353313103318214,0.00574905052781105,0.00014083714631851763,0.0016305296448990703,0.0016900458140298724
750,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,0.0012587421806529164,0.0007882228237576783,8.977406764643092e-07,3.01833142657415e-06,1.0772888344945386e-05
750,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.0119739705696702,0.009048107080161572,0.0002823733084369451,0.0029285005293786526,0.003388479817658663
750,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,0.0009417024557478726,0.000598760147113353,6.146485702629434e-07,2.381444801358157e-06,7.375782843155321e-06
750,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.011935252696275711,0.011934236623346806,0.0006419952842406929,0.005384316202253103,0.007703943643718958
750,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,0.001059876405633986,0.0009142315830104053,9.741876283442252e-07,2.731331960603711e-06,1.1690251085383352e-05
750,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.008595149032771587,0.010753572918474674,0.00020641331502702087,0.002228246070444584,0.0024769597221165895
750,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,0.001069020596332848,0.001261320780031383,1.177221065518097e-06,4.848006483371137e-06,1.4126652786217164e-05
750,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.01627754420042038,0.003431678516790271,1.6130688891280442e-05,9.171856072498485e-05,0.0001935682666953653
750,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,0.0006599955377168953,0.0009039864526130259,6.408561148418812e-07,1.9926894765376346e-06,7.690273378102574e-06
750,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.022875815629959106,0.011600423604249954,0.0006478521390818059,0.0038499650545418262,0.007774225901812315
750,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,0.0018090069061145186,0.0007451495621353388,1.5072931773829623e-06,4.289034677640302e-06,1.8087517673848197e-05
750,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.03989218547940254,0.01266414299607277,0.0010754800168797374,0.004978624638170004,0.012905760668218136
750,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,0.0013365597696974874,0.0008006044663488865,1.2473753940867027e-06,4.1060343392018694e-06,1.4968504729040433e-05
750,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.06200801953673363,0.023656854405999184,0.0024455839302390814,0.01380129437893629,0.02934700809419155
750,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,12,0,12,0.0017829163698479533,0.0011127046309411526,4.748231276607839e-06,3.855759496218525e-05,5.6978777138283476e-05
750,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,12,0,12,0.08349276334047318,0.03641709312796593,0.004048577509820461,0.02552291564643383,0.048582930117845535
750,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,12,0,12,0.009921249933540821,0.0010494851740077138,3.0026370950508863e-05,0.0003440533473622054,0.00036031645140610635
750,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,12,0,12,0.04192180931568146,0.025568360462784767,0.002094634110108018,0.012587052769958973,0.02513560838997364
750,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,12,0,12,0.0012646184768527746,0.00045251662959344685,4.467828205179103e-07,1.035396735460381e-06,5.361393959901761e-06
750,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,12,0,12,0.057512059807777405,0.019209498539566994,0.0014614731771871448,0.007902218028903008,0.01753767766058445
1000,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,2.873501398426015e-05,0.0007321317680180073,2.8638405424885605e-08,1.2891534595382836e-07,3.436608722040546e-07
1000,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.008857552893459797,0.006855922285467386,0.0002142851590178907,0.0013781888410449028,0.0025714219082146883
1000,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,4.642790008801967e-05,0.0006217109621502459,3.865275033376747e-08,1.4467700282239093e-07,4.6383300400520966e-07
1000,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.007315438706427813,0.004397164564579725,0.00020685508206952363,0.0024815471842885017,0.0024822610430419445
1000,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,2.8553709853440523e-05,0.0005703585338778794,1.3090627248857345e-08,3.283619420813011e-08,1.5708752698628814e-07
1000,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.014424205757677555,0.011737977154552937,0.0007586822030134499,0.006896601524204016,0.009104186668992043
1000,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,3.365084921824746e-05,0.0005646256031468511,2.0712741743977858e-08,6.309765865353256e-08,2.4855290803316166e-07
1000,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.012628037482500076,0.007502052932977676,0.0003913968976121396,0.004564969334751368,0.004696762654930353
1000,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,4.218120375298895e-05,0.0005527523462660611,1.8635686771517612e-08,4.5298204298660494e-08,2.236282483636387e-07
1000,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.007771927397698164,0.005759720224887133,0.0001288289640797302,0.001543316524475813,0.0015459475107491016
1000,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,5.227241854299791e-05,0.0007882816717028618,3.957187999503731e-08,1.3763317951998033e-07,4.748625599404477e-07
1000,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.016240177676081657,0.008192013017833233,0.00043130418634973466,0.0031759729608893394,0.005175650119781494
1000,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,4.4051794247934595e-05,0.0009960465831682086,4.93403824464167e-08,2.3477527122395259e-07,5.920845751461457e-07
1000,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.02431454323232174,0.01007811352610588,0.0006782244890928268,0.006715842988342047,0.008138693869113922
1000,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,4.0184546378441155e-05,0.0008046450093388557,3.1828033542069534e-08,7.079773212126383e-08,3.819363882939797e-07
1000,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.04199080541729927,0.00881772767752409,0.0007780162268318236,0.0030010140035301447,0.009336194954812527
1000,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,4.136893039685674e-05,0.0011505786096677184,4.550275889414479e-08,1.5173785072875035e-07,5.460331067297375e-07
1000,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.06494825333356857,0.02518577314913273,0.002662137383595109,0.008902421221137047,0.03194564953446388
1000,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,12,0,12,3.7488280213437974e-05,0.0009341030963696539,3.948929716557359e-08,1.9578048693347228e-07,4.738715801977378e-07
1000,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,12,0,12,0.08694762736558914,0.03420167788863182,0.0037699704989790916,0.019721057265996933,0.0452396459877491
1000,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,12,0,12,0.009000138379633427,0.0013148895232006907,7.053677836665884e-05,0.0008462672703899443,0.0008464413695037365
1000,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,12,0,12,0.04379773139953613,0.010333259589970112,0.0009448985219933093,0.009754616767168045,0.011338782496750355
1000,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,12,0,12,2.9802045901305974e-05,0.00035688813659362495,1.1125863785821366e-08,7.006798341535614e-08,1.3351036898257007e-07
1000,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,12,0,12,0.05964164808392525,0.012389550916850567,0.0013627199223265052,0.006848119664937258,0.016352638602256775
1250,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,2.576298538770061e-05,0.0016650417819619179,4.4560437117979745e-08,1.7230341597951337e-07,5.347252454157569e-07
1250,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.01052343100309372,0.03785864636301994,0.00203906511887908,0.01541565265506506,0.024468781426548958
1250,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,2.210500679211691e-05,0.0010688666952773929,2.934419818245715e-08,1.0316620802086618e-07,3.521303710840584e-07
1250,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.009003798477351665,0.01920294389128685,0.001390972756780684,0.01669049635529518,0.016691673547029495
1250,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,2.305787529621739e-05,0.001105939387343824,3.659716085735454e-08,2.2436761071276123e-07,4.3916594449910917e-07
1250,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.017136787995696068,0.047662924975156784,0.0035458568017929792,0.02170743979513645,0.042550280690193176
1250,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,2.9935823476989754e-05,0.0009344334830529988,2.497187523431421e-08,7.986147920746589e-08,2.9966250281177054e-07
1250,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.01415849570184946,0.03136943280696869,0.0014916161308065057,0.01723490282893181,0.017899394035339355
1250,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,2.8203030524309725e-05,0.0016617985675111413,5.7855206847534646e-08,2.3009783944871742e-07,6.942624963812705e-07
1250,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.008657134138047695,0.04553915187716484,0.0021587007213383913,0.025893231853842735,0.02590440772473812
1250,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,2.5989704226958565e-05,0.0022617976646870375,5.358885957207349e-08,1.6593851626112155e-07,6.430663006540271e-07
1250,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.017369255423545837,0.03583887964487076,0.0028359247371554375,0.01874888874590397,0.03403109684586525
1250,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,3.0966180929681286e-05,0.0018641374772414565,6.873067803780941e-08,4.1175960063810635e-07,8.247681080320035e-07
1250,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.0253946240991354,0.04197655990719795,0.0032299382146447897,0.02037268690764904,0.0387592576444149
1250,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,4.5106615289114416e-05,0.0011286574881523848,4.6568587208639656e-08,1.3375273510973784e-07,5.588230465036759e-07
1250,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.043149951845407486,0.033027779310941696,0.0030965451151132584,0.016223110258579254,0.0371585413813591
1250,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,2.939014848379884e-05,0.0009431187063455582,2.6363279559404873e-08,8.238394144655103e-08,3.163593476074311e-07
1250,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.06566154956817627,0.1014629602432251,0.011259599588811398,0.041945528239011765,0.13511519134044647
1250,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,12,0,12,3.746607399079949e-05,0.0008284677751362324,2.168910206989949e-08,5.387587620475642e-08,2.6026921773336653e-07
1250,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,12,0,12,0.0882921889424324,0.17122329771518707,0.019044047221541405,0.10496722161769867,0.22852857410907745
1250,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,12,0,12,0.0094722555950284,0.006453321781009436,0.00056232581846416,0.006747236009687185,0.00674790982156992
1250,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,12,0,12,0.04442371055483818,0.07539565116167068,0.0065436833538115025,0.025077354162931442,0.07852420210838318
1250,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,12,0,12,2.244248207716737e-05,0.0006456698756664991,1.4183549446045163e-08,6.156516718647254e-08,1.7020259690525563e-07
1250,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,12,0,12,0.060926612466573715,0.0828435942530632,0.009773915633559227,0.042240604758262634,0.11728698760271072
1500,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,12,0,12,2.5537365218042396e-05,0.001050568767823279,1.7036965616057387e-08,6.629134219338084e-08,2.0444358028726128e-07
1500,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,12,0,12,0.01083356887102127,0.008212076500058174,0.00029089386225678027,0.0021258180495351553,0.003490726463496685
1500,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,12,0,12,4.4771524699172005e-05,0.0007236969540826976,3.515566859846331e-08,1.8414162639146525e-07,4.218680373924144e-07
1500,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,12,0,12,0.00968234147876501,0.0032257845159620047,0.00012855457316618413,0.0015419573755934834,0.0015426548197865486
1500,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,12,0,12,2.8351701985229738e-05,0.0007028230465948582,2.386004105403572e-08,1.1862880455737468e-07,2.86320499753856e-07
1500,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,12,0,12,0.01913592219352722,0.0036168519873172045,0.00018359370005782694,0.0017248287331312895,0.0022031243424862623
1500,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,12,0,12,3.1542323995381594e-05,0.0005504676373675466,1.6666716007307514e-08,6.347135439455087e-08,2.000005849822628e-07
1500,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,12,0,12,0.01537809893488884,0.007993222214281559,0.00022824486950412393,0.001588724902831018,0.002738938434049487
1500,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,12,0,12,4.8399739171145484e-05,0.0007106116390787065,2.4612093696418924e-08,6.301728916469074e-08,2.9534513146245445e-07
1500,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,12,0,12,0.009125260636210442,0.008278586901724339,0.00027700208011083305,0.0033217279706150293,0.0033240250777453184
1500,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,12,0,12,2.530876372475177e-05,0.0008744533988647163,2.4293575151546065e-08,9.679582291255429e-08,2.915228947131254e-07
1500,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,12,0,12,0.018140682950615883,0.005507306661456823,0.00026699519366957247,0.002440995303913951,0.003203942207619548
1500,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,12,0,12,3.0245691959862597e-05,0.0009353466448374093,2.838097579171972e-08,1.776538738340605e-07,3.40571716606064e-07
1500,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,12,0,12,0.026673099026083946,0.005458225030452013,0.0003078335721511394,0.001750987023115158,0.0036940027493983507
1500,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,12,0,12,2.8680753530352376e-05,0.000606363348197192,1.9244502880155778e-08,6.034527189058281e-08,2.3093403456186934e-07
1500,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,12,0,12,0.04439075291156769,0.007185362279415131,0.0005967292236164212,0.0020155704114586115,0.007160750683397055
1500,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,12,0,12,2.1129046217538416e-05,0.0010448126122355461,2.1321239884741772e-08,6.763961124534035e-08,2.558548715114739e-07
1500,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,12,0,12,0.0668870136141777,0.01865522749722004,0.002054990502074361,0.010130675509572029,0.024659885093569756
