step,layer,module_type,module_name,param_name,effective_rank,max_rank,mean_abs_lora_E,max_abs_lora_E
50,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,8,8,0.0013487340183928609,0.0030712357256561518
50,7,FFN,intermediate,base_model.model.bert.encoder.layer.7.intermediate.dense.lora_E.default,8,8,0.001718937885016203,0.0032561225816607475
50,7,FFN,output,base_model.model.bert.encoder.layer.7.output.dense.lora_E.default,8,8,0.0015499372966587543,0.003404546994715929
50,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,8,8,0.0009062980534508824,0.0024739981163293123
50,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,8,8,0.0015598706668242812,0.0027787182480096817
50,8,FFN,intermediate,base_model.model.bert.encoder.layer.8.intermediate.dense.lora_E.default,8,8,0.0014356892788782716,0.003545038402080536
50,8,FFN,output,base_model.model.bert.encoder.layer.8.output.dense.lora_E.default,8,8,0.0016075801104307175,0.004751992411911488
50,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,8,8,0.0013973581371828914,0.0033389502204954624
50,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,8,8,0.001783205778338015,0.004183783195912838
50,9,FFN,intermediate,base_model.model.bert.encoder.layer.9.intermediate.dense.lora_E.default,8,8,0.002220943570137024,0.004296793136745691
50,9,FFN,output,base_model.model.bert.encoder.layer.9.output.dense.lora_E.default,8,8,0.0015835214871913195,0.004327300004661083
50,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,8,8,0.0016786667983978987,0.00399868143722415
50,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,8,8,0.001985116396099329,0.0040117413736879826
50,10,FFN,intermediate,base_model.model.bert.encoder.layer.10.intermediate.dense.lora_E.default,8,8,0.001518120290711522,0.0034206209238618612
50,10,FFN,output,base_model.model.bert.encoder.layer.10.output.dense.lora_E.default,8,8,0.0010214659851044416,0.0024583241902291775
50,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,8,8,0.0016759666614234447,0.0029179370030760765
50,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,8,8,0.0022767409682273865,0.0060850027948617935
50,11,FFN,intermediate,base_model.model.bert.encoder.layer.11.intermediate.dense.lora_E.default,8,8,0.0023748460225760937,0.004284208174794912
50,11,FFN,output,base_model.model.bert.encoder.layer.11.output.dense.lora_E.default,8,8,0.001206308719702065,0.0018654817249625921
100,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,8,8,0.0016334082465618849,0.0033933420199900866
100,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,8,8,0.0014033596962690353,0.002441901247948408
100,0,FFN,intermediate,base_model.model.bert.encoder.layer.0.intermediate.dense.lora_E.default,8,8,0.0017617418197914958,0.0033554492983967066
100,0,FFN,output,base_model.model.bert.encoder.layer.0.output.dense.lora_E.default,8,8,0.001131524215452373,0.002096533542498946
100,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,8,8,0.002162439515814185,0.0052263326942920685
100,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,8,8,0.0032337913289666176,0.006972814444452524
100,1,FFN,intermediate,base_model.model.bert.encoder.layer.1.intermediate.dense.lora_E.default,8,8,0.0010584862902760506,0.003003618912771344
100,1,FFN,output,base_model.model.bert.encoder.layer.1.output.dense.lora_E.default,8,8,0.0017264309572055936,0.004194882232695818
100,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,8,8,0.0016201207181438804,0.0033108049537986517
100,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,8,8,0.0019584482070058584,0.0035125368740409613
100,2,FFN,intermediate,base_model.model.bert.encoder.layer.2.intermediate.dense.lora_E.default,8,8,0.0019094046438112855,0.0043550217524170876
100,2,FFN,output,base_model.model.bert.encoder.layer.2.output.dense.lora_E.default,8,8,0.001955541782081127,0.003626484889537096
100,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,8,8,0.0023933793418109417,0.005915379151701927
100,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,8,8,0.002451880369335413,0.00547876488417387
100,3,FFN,intermediate,base_model.model.bert.encoder.layer.3.intermediate.dense.lora_E.default,8,8,0.002375528682023287,0.005964076146483421
100,3,FFN,output,base_model.model.bert.encoder.layer.3.output.dense.lora_E.default,8,8,0.0016370993107557297,0.004747939296066761
100,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,8,8,0.0021081159356981516,0.0038153366185724735
100,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,8,8,0.0023320463951677084,0.00871126726269722
100,4,FFN,intermediate,base_model.model.bert.encoder.layer.4.intermediate.dense.lora_E.default,8,8,0.0014167067129164934,0.0032649575732648373
100,4,FFN,output,base_model.model.bert.encoder.layer.4.output.dense.lora_E.default,8,8,0.0023009926080703735,0.0056632040068507195
100,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,8,8,0.001677931402809918,0.00398667436093092
100,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,8,8,0.0022626416757702827,0.0036728428676724434
100,5,FFN,intermediate,base_model.model.bert.encoder.layer.5.intermediate.dense.lora_E.default,8,8,0.002001215936616063,0.004732197616249323
100,5,FFN,output,base_model.model.bert.encoder.layer.5.output.dense.lora_E.default,8,8,0.0025422631297260523,0.0045488495379686356
100,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,8,8,0.00194493995513767,0.0028840142767876387
100,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,8,8,0.004207821562886238,0.009089394472539425
100,6,FFN,intermediate,base_model.model.bert.encoder.layer.6.intermediate.dense.lora_E.default,8,8,0.0023968322202563286,0.00413359422236681
100,6,FFN,output,base_model.model.bert.encoder.layer.6.output.dense.lora_E.default,8,8,0.0022935401648283005,0.005502990446984768
100,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,8,8,0.0010031056590378284,0.0024572217371314764
100,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,8,8,0.00287986034527421,0.006100763101130724
100,7,FFN,intermediate,base_model.model.bert.encoder.layer.7.intermediate.dense.lora_E.default,8,8,0.0020047100260853767,0.005130202975124121
100,7,FFN,output,base_model.model.bert.encoder.layer.7.output.dense.lora_E.default,8,8,0.002004557754844427,0.0062155392952263355
100,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,8,8,0.0016375312115997076,0.004178520292043686
100,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,8,8,0.002427570056170225,0.006623635999858379
100,8,FFN,intermediate,base_model.model.bert.encoder.layer.8.intermediate.dense.lora_E.default,8,8,0.0030416434165090322,0.006399012636393309
100,8,FFN,output,base_model.model.bert.encoder.layer.8.output.dense.lora_E.default,8,8,0.003382696071639657,0.007961997762322426
100,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,8,8,0.001299385679885745,0.002390551846474409
100,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,8,8,0.003978133201599121,0.008340626023709774
100,9,FFN,intermediate,base_model.model.bert.encoder.layer.9.intermediate.dense.lora_E.default,8,8,0.003784448141232133,0.010744513012468815
100,9,FFN,output,base_model.model.bert.encoder.layer.9.output.dense.lora_E.default,8,8,0.00365376565605402,0.007697662338614464
100,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,8,8,0.002503760624676943,0.006390086840838194
100,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,8,8,0.004149556625634432,0.010872019454836845
100,10,FFN,intermediate,base_model.model.bert.encoder.layer.10.intermediate.dense.lora_E.default,8,8,0.003764399792999029,0.009093614295125008
100,10,FFN,output,base_model.model.bert.encoder.layer.10.output.dense.lora_E.default,8,8,0.002341176150366664,0.003031537402421236
100,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,8,8,0.001989019336178899,0.004089205525815487
100,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,8,8,0.004148556385189295,0.009242965839803219
100,11,FFN,intermediate,base_model.model.bert.encoder.layer.11.intermediate.dense.lora_E.default,8,8,0.005210793111473322,0.010750804096460342
100,11,FFN,output,base_model.model.bert.encoder.layer.11.output.dense.lora_E.default,8,8,0.0028589204885065556,0.005115660838782787
150,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,8,8,0.001783724408596754,0.003952749539166689
150,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,8,8,0.002270977944135666,0.0036574588157236576
150,0,FFN,intermediate,base_model.model.bert.encoder.layer.0.intermediate.dense.lora_E.default,8,8,0.0026972100604325533,0.0053468127734959126
150,0,FFN,output,base_model.model.bert.encoder.layer.0.output.dense.lora_E.default,8,8,0.001872521941550076,0.004875555634498596
150,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,8,8,0.0027678892947733402,0.006461325101554394
150,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,8,8,0.0041900440119206905,0.009611690416932106
150,1,FFN,intermediate,base_model.model.bert.encoder.layer.1.intermediate.dense.lora_E.default,8,8,0.0016379047883674502,0.0030792851466685534
150,1,FFN,output,base_model.model.bert.encoder.layer.1.output.dense.lora_E.default,8,8,0.0019660035613924265,0.005471984855830669
150,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,8,8,0.0023146583698689938,0.0047697871923446655
150,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,8,8,0.0032463879324495792,0.005002854857593775
150,2,FFN,intermediate,base_model.model.bert.encoder.layer.2.intermediate.dense.lora_E.default,8,8,0.0018336487701162696,0.0064805843867361546
150,2,FFN,output,base_model.model.bert.encoder.layer.2.output.dense.lora_E.default,8,8,0.0016233247006312013,0.002987626474350691
150,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,8,8,0.0025154997128993273,0.007715693209320307
150,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,8,8,0.003123953938484192,0.008338953368365765
150,3,FFN,intermediate,base_model.model.bert.encoder.layer.3.intermediate.dense.lora_E.default,8,8,0.003739473409950733,0.008759352378547192
150,3,FFN,output,base_model.model.bert.encoder.layer.3.output.dense.lora_E.default,8,8,0.0023163866717368364,0.005615950562059879
150,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,8,8,0.0025788024067878723,0.004862162750214338
150,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,8,8,0.003891995409503579,0.015337932854890823
150,4,FFN,intermediate,base_model.model.bert.encoder.layer.4.intermediate.dense.lora_E.default,8,8,0.0021004120353609324,0.004928751848638058
150,4,FFN,output,base_model.model.bert.encoder.layer.4.output.dense.lora_E.default,8,8,0.002762459684163332,0.007213253993541002
150,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,8,8,0.0022670000325888395,0.0031056497246026993
150,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,8,8,0.004301181063055992,0.00887603871524334
150,5,FFN,intermediate,base_model.model.bert.encoder.layer.5.intermediate.dense.lora_E.default,8,8,0.002358587458729744,0.004083892330527306
150,5,FFN,output,base_model.model.bert.encoder.layer.5.output.dense.lora_E.default,8,8,0.004263417329639196,0.009028340689837933
150,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,8,8,0.0022339115384966135,0.005267434753477573
150,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,8,8,0.0062560103833675385,0.010150873102247715
150,6,FFN,intermediate,base_model.model.bert.encoder.layer.6.intermediate.dense.lora_E.default,8,8,0.003683675080537796,0.007402769755572081
150,6,FFN,output,base_model.model.bert.encoder.layer.6.output.dense.lora_E.default,8,8,0.004021277651190758,0.008331535384058952
150,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,8,8,0.002015966223552823,0.003793552750721574
150,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,8,8,0.005828854627907276,0.010708133690059185
150,7,FFN,intermediate,base_model.model.bert.encoder.layer.7.intermediate.dense.lora_E.default,8,8,0.004333781078457832,0.009992828592658043
150,7,FFN,output,base_model.model.bert.encoder.layer.7.output.dense.lora_E.default,8,8,0.0030786856077611446,0.006421925965696573
150,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,8,8,0.0027343323454260826,0.006435247138142586
150,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,8,8,0.004267548676580191,0.010325425304472446
150,8,FFN,intermediate,base_model.model.bert.encoder.layer.8.intermediate.dense.lora_E.default,8,8,0.006395547650754452,0.010742203332483768
150,8,FFN,output,base_model.model.bert.encoder.layer.8.output.dense.lora_E.default,8,8,0.006339579354971647,0.017054596915841103
150,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,8,8,0.002503651427105069,0.0037186495028436184
150,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,8,8,0.006442713551223278,0.016424208879470825
150,9,FFN,intermediate,base_model.model.bert.encoder.layer.9.intermediate.dense.lora_E.default,8,8,0.00781024107709527,0.02256348542869091
150,9,FFN,output,base_model.model.bert.encoder.layer.9.output.dense.lora_E.default,8,8,0.00508125452324748,0.011028755456209183
150,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,8,8,0.003283193102106452,0.006490382365882397
150,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,8,8,0.006658524740487337,0.01574028842151165
150,10,FFN,intermediate,base_model.model.bert.encoder.layer.10.intermediate.dense.lora_E.default,8,8,0.006285686045885086,0.017095183953642845
150,10,FFN,output,base_model.model.bert.encoder.layer.10.output.dense.lora_E.default,8,8,0.0036072731018066406,0.007687891833484173
150,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,8,8,0.003282807767391205,0.006699867080897093
150,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,8,8,0.006874497979879379,0.012038874439895153
150,11,FFN,intermediate,base_model.model.bert.encoder.layer.11.intermediate.dense.lora_E.default,8,8,0.011827322654426098,0.02357647567987442
150,11,FFN,output,base_model.model.bert.encoder.layer.11.output.dense.lora_E.default,8,8,0.005143923684954643,0.011536861769855022
200,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,8,8,0.0027997696306556463,0.00586770148947835
200,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,8,8,0.0036106351763010025,0.005700091831386089
200,0,FFN,intermediate,base_model.model.bert.encoder.layer.0.intermediate.dense.lora_E.default,8,8,0.0039386628195643425,0.009125206619501114
200,0,FFN,output,base_model.model.bert.encoder.layer.0.output.dense.lora_E.default,8,8,0.002627180889248848,0.005118454806506634
200,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,8,8,0.0027437962125986814,0.006614506710320711
200,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,8,8,0.003908842336386442,0.008422071114182472
200,1,FFN,intermediate,base_model.model.bert.encoder.layer.1.intermediate.dense.lora_E.default,8,8,0.002333320677280426,0.004325055982917547
200,1,FFN,output,base_model.model.bert.encoder.layer.1.output.dense.lora_E.default,8,8,0.0020482053514569998,0.007415691390633583
200,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,8,8,0.0034126138780266047,0.005669719073921442
200,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,8,8,0.002919708378612995,0.005942967254668474
200,2,FFN,intermediate,base_model.model.bert.encoder.layer.2.intermediate.dense.lora_E.default,8,8,0.002538256114348769,0.009914479218423367
200,2,FFN,output,base_model.model.bert.encoder.layer.2.output.dense.lora_E.default,8,8,0.0020400432404130697,0.004279738292098045
200,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,8,8,0.0031340643763542175,0.008454070426523685
200,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,8,8,0.003868049941956997,0.009358812123537064
200,3,FFN,intermediate,base_model.model.bert.encoder.layer.3.intermediate.dense.lora_E.default,8,8,0.00433511845767498,0.01042984053492546
200,3,FFN,output,base_model.model.bert.encoder.layer.3.output.dense.lora_E.default,8,8,0.0034276575315743685,0.008236030116677284
200,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,8,8,0.003735383041203022,0.0058731818571686745
200,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,8,8,0.005345487501472235,0.021697083488106728
200,4,FFN,intermediate,base_model.model.bert.encoder.layer.4.intermediate.dense.lora_E.default,8,8,0.003065058495849371,0.007363453507423401
200,4,FFN,output,base_model.model.bert.encoder.layer.4.output.dense.lora_E.default,8,8,0.0034284661523997784,0.007473953999578953
200,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,8,8,0.003131674835458398,0.0063178627751767635
200,5,Attention,value,base_model.model.bert.encoder.layer.5.attention.self.value.lora_E.default,8,8,0.005789079703390598,0.012166160158813
200,5,FFN,intermediate,base_model.model.bert.encoder.layer.5.intermediate.dense.lora_E.default,8,8,0.0029078798834234476,0.0067566498182713985
200,5,FFN,output,base_model.model.bert.encoder.layer.5.output.dense.lora_E.default,8,8,0.005618049763143063,0.013984662480652332
200,6,Attention,query,base_model.model.bert.encoder.layer.6.attention.self.query.lora_E.default,8,8,0.0027402150444686413,0.005911802873015404
200,6,Attention,value,base_model.model.bert.encoder.layer.6.attention.self.value.lora_E.default,8,8,0.008382480591535568,0.015164274722337723
200,6,FFN,intermediate,base_model.model.bert.encoder.layer.6.intermediate.dense.lora_E.default,8,8,0.004991753492504358,0.011004921980202198
200,6,FFN,output,base_model.model.bert.encoder.layer.6.output.dense.lora_E.default,8,8,0.005898110568523407,0.013739295303821564
200,7,Attention,query,base_model.model.bert.encoder.layer.7.attention.self.query.lora_E.default,8,8,0.002483711577951908,0.00679612485691905
200,7,Attention,value,base_model.model.bert.encoder.layer.7.attention.self.value.lora_E.default,8,8,0.009699228219687939,0.01882287859916687
200,7,FFN,intermediate,base_model.model.bert.encoder.layer.7.intermediate.dense.lora_E.default,8,8,0.006826252210885286,0.018078820779919624
200,7,FFN,output,base_model.model.bert.encoder.layer.7.output.dense.lora_E.default,8,8,0.004706359468400478,0.010884302668273449
200,8,Attention,query,base_model.model.bert.encoder.layer.8.attention.self.query.lora_E.default,8,8,0.0027359335217624903,0.0071612270548939705
200,8,Attention,value,base_model.model.bert.encoder.layer.8.attention.self.value.lora_E.default,8,8,0.007203229703009129,0.016232289373874664
200,8,FFN,intermediate,base_model.model.bert.encoder.layer.8.intermediate.dense.lora_E.default,8,8,0.011860225349664688,0.02021479420363903
200,8,FFN,output,base_model.model.bert.encoder.layer.8.output.dense.lora_E.default,8,8,0.01011653896421194,0.028542177751660347
200,9,Attention,query,base_model.model.bert.encoder.layer.9.attention.self.query.lora_E.default,8,8,0.002313954522833228,0.004748199600726366
200,9,Attention,value,base_model.model.bert.encoder.layer.9.attention.self.value.lora_E.default,8,8,0.009779698215425014,0.025422407314181328
200,9,FFN,intermediate,base_model.model.bert.encoder.layer.9.intermediate.dense.lora_E.default,8,8,0.014078102074563503,0.0371231883764267
200,9,FFN,output,base_model.model.bert.encoder.layer.9.output.dense.lora_E.default,8,8,0.009344791993498802,0.020082861185073853
200,10,Attention,query,base_model.model.bert.encoder.layer.10.attention.self.query.lora_E.default,8,8,0.004244879819452763,0.010398183949291706
200,10,Attention,value,base_model.model.bert.encoder.layer.10.attention.self.value.lora_E.default,8,8,0.009202415123581886,0.023522615432739258
200,10,FFN,intermediate,base_model.model.bert.encoder.layer.10.intermediate.dense.lora_E.default,8,8,0.010494490154087543,0.026062633842229843
200,10,FFN,output,base_model.model.bert.encoder.layer.10.output.dense.lora_E.default,8,8,0.005082450807094574,0.01236550323665142
200,11,Attention,query,base_model.model.bert.encoder.layer.11.attention.self.query.lora_E.default,8,8,0.004034782759845257,0.007669136393815279
200,11,Attention,value,base_model.model.bert.encoder.layer.11.attention.self.value.lora_E.default,8,8,0.010358461178839207,0.017337528988718987
200,11,FFN,intermediate,base_model.model.bert.encoder.layer.11.intermediate.dense.lora_E.default,8,8,0.020132556557655334,0.03838115930557251
200,11,FFN,output,base_model.model.bert.encoder.layer.11.output.dense.lora_E.default,8,8,0.008084542118012905,0.016434961929917336
250,0,Attention,query,base_model.model.bert.encoder.layer.0.attention.self.query.lora_E.default,8,8,0.0033324139658361673,0.00858298409730196
250,0,Attention,value,base_model.model.bert.encoder.layer.0.attention.self.value.lora_E.default,8,8,0.004945369437336922,0.008724401704967022
250,0,FFN,intermediate,base_model.model.bert.encoder.layer.0.intermediate.dense.lora_E.default,8,8,0.0049589150585234165,0.009302881546318531
250,0,FFN,output,base_model.model.bert.encoder.layer.0.output.dense.lora_E.default,8,8,0.0034179568756371737,0.006995657458901405
250,1,Attention,query,base_model.model.bert.encoder.layer.1.attention.self.query.lora_E.default,8,8,0.0027889579068869352,0.0065629202872514725
250,1,Attention,value,base_model.model.bert.encoder.layer.1.attention.self.value.lora_E.default,8,8,0.004345536231994629,0.008524985052645206
250,1,FFN,intermediate,base_model.model.bert.encoder.layer.1.intermediate.dense.lora_E.default,8,8,0.003478124737739563,0.00828991923481226
250,1,FFN,output,base_model.model.bert.encoder.layer.1.output.dense.lora_E.default,8,8,0.002727032406255603,0.008284816518425941
250,2,Attention,query,base_model.model.bert.encoder.layer.2.attention.self.query.lora_E.default,8,8,0.003917207941412926,0.0074121057987213135
250,2,Attention,value,base_model.model.bert.encoder.layer.2.attention.self.value.lora_E.default,8,8,0.0035278252325952053,0.008174736052751541
250,2,FFN,intermediate,base_model.model.bert.encoder.layer.2.intermediate.dense.lora_E.default,8,8,0.003073969855904579,0.013044186867773533
250,2,FFN,output,base_model.model.bert.encoder.layer.2.output.dense.lora_E.default,8,8,0.0020089084282517433,0.0053662145510315895
250,3,Attention,query,base_model.model.bert.encoder.layer.3.attention.self.query.lora_E.default,8,8,0.004096760414540768,0.010345769114792347
250,3,Attention,value,base_model.model.bert.encoder.layer.3.attention.self.value.lora_E.default,8,8,0.004541370086371899,0.010446194559335709
250,3,FFN,intermediate,base_model.model.bert.encoder.layer.3.intermediate.dense.lora_E.default,8,8,0.004532033111900091,0.008975247852504253
250,3,FFN,output,base_model.model.bert.encoder.layer.3.output.dense.lora_E.default,8,8,0.0052752746269106865,0.010877949185669422
250,4,Attention,query,base_model.model.bert.encoder.layer.4.attention.self.query.lora_E.default,8,8,0.0045999763533473015,0.007752484176307917
250,4,Attention,value,base_model.model.bert.encoder.layer.4.attention.self.value.lora_E.default,8,8,0.006845049560070038,0.029879838228225708
250,4,FFN,intermediate,base_model.model.bert.encoder.layer.4.intermediate.dense.lora_E.default,8,8,0.003818986937403679,0.008576998487114906
250,4,FFN,output,base_model.model.bert.encoder.layer.4.output.dense.lora_E.default,8,8,0.004145452752709389,0.009485184215009212
250,5,Attention,query,base_model.model.bert.encoder.layer.5.attention.self.query.lora_E.default,8,8,0.003784600645303726,0.007555046584457159
